reflat;reflon;refFloor;refRoom;cpslat;cpslon;cpsFloor;cpsRoom;pressure;error;scantime;wifis...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55.710755;13.211175;0;point10;55.711;13.21149;0;;1000.79;33.63845777;03.04.2019 15:24;wifi=70:3a:0e:a7:7f:e1,,-87;70:3a:0e:9a:74:21,,-86;70:3a:0e:a7:73:50,,-83;70:3a:0e:9a:74:30,,-83;70:3a:0e:a7:73:52,,-83;70:3a:0e:9a:74:31,,-82;70:3a:0e:a7:73:51,,-82;70:3a:0e:9a:74:32,,-82;70:3a:0e:9a:7c:61,,-78;70:3a:0e:9a:7c:62,,-73;00:1e:c0:3b:41:1b,,-71;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;;;;;;;;;;;;;
55.710757;13.211107;0;point10;55.71128;13.21171;0;;1000.83;69.34612508;03.04.2019 15:24;wifi=70:3a:0e:a7:7f:e1,,-87;70:3a:0e:9b:44:61,,-86;70:3a:0e:9a:74:21,,-85;70:3a:0e:9a:74:31,,-81;70:3a:0e:9a:74:30,,-81;70:3a:0e:9a:74:32,,-81;70:3a:0e:9a:7c:61,,-78;70:3a:0e:a7:73:41,,-78;00:1e:c0:3b:41:1b,,-73;70:3a:0e:a7:73:50,,-73;70:3a:0e:a7:73:52,,-73;70:3a:0e:9a:7c:62,,-73;70:3a:0e:a7:73:51,,-72;06:d6:aa:09:e4:e6,,-24;;;;;;;;;;;;;;;;;;;;;
55.710759;13.211039;0;point10;55.71114;13.21153;0;;1000.81;52.35343847;03.04.2019 15:24;wifi=70:3a:0e:a7:7f:f0,,-88;70:3a:0e:a7:7f:f1,,-87;70:3a:0e:a7:7f:f2,,-87;70:3a:0e:9b:44:61,,-86;70:3a:0e:9a:74:21,,-80;70:3a:0e:a7:73:52,,-79;70:3a:0e:a7:73:50,,-78;70:3a:0e:a7:73:51,,-78;70:3a:0e:a7:73:41,,-78;70:3a:0e:9a:74:30,,-75;70:3a:0e:9a:74:32,,-75;70:3a:0e:9a:74:31,,-74;00:1e:c0:3b:41:1b,,-73;06:d6:aa:09:e4:e6,,-38;;;;;;;;;;;;;;;;;;;;;
55.71076;13.210971;0;point10;55.71102;13.21134;0;;1000.81;37.01563669;03.04.2019 15:24;wifi=70:3a:0e:a7:7f:f2,,-89;70:3a:0e:a7:7f:f1,,-88;70:3a:0e:a7:7f:f0,,-88;f0:99:bf:0a:b5:ae,,-87;70:3a:0e:9a:7a:41,,-84;70:3a:0e:a7:73:41,,-83;f0:5c:19:b9:d5:71,,-83;f0:5c:19:b9:d5:70,,-83;f0:5c:19:b9:d5:61,,-83;b4:5d:50:ea:b0:01,,-83;f0:5c:19:b9:d5:60,,-80;70:3a:0e:a7:73:52,,-79;70:3a:0e:a7:73:40,,-79;70:3a:0e:a7:73:50,,-78;70:3a:0e:a7:73:51,,-78;70:3a:0e:a7:73:42,,-78;70:3a:0e:9a:74:21,,-67;70:3a:0e:9a:74:20,,-66;70:3a:0e:9a:74:22,,-66;70:3a:0e:9a:74:30,,-64;70:3a:0e:9a:74:32,,-64;70:3a:0e:9a:74:31,,-62;06:d6:aa:09:e4:e6,,-39;;;;;;;;;;;;
55.710762;13.210903;0;point11;55.7108;13.2111;0;;1000.83;13.04419285;03.04.2019 15:24;wifi=70:3a:0e:a7:7f:f2,,-89;70:3a:0e:a7:7f:f1,,-88;f0:99:bf:0a:b5:ae,,-87;70:3a:0e:9b:42:50,,-86;70:3a:0e:9b:42:51,,-86;70:3a:0e:9b:42:52,,-85;70:3a:0e:a7:73:41,,-83;f0:5c:19:b9:d5:71,,-83;f0:5c:19:b9:d5:70,,-83;b4:5d:50:ea:b0:01,,-83;70:3a:0e:9a:7a:41,,-83;f0:5c:19:b9:d5:61,,-81;70:3a:0e:a7:73:40,,-79;f0:5c:19:b9:d5:60,,-79;70:3a:0e:a7:73:42,,-78;70:3a:0e:9a:74:21,,-67;70:3a:0e:9a:74:20,,-66;70:3a:0e:9a:74:22,,-66;70:3a:0e:9a:74:32,,-63;70:3a:0e:9a:74:31,,-62;70:3a:0e:9a:74:30,,-62;06:d6:aa:09:e4:e6,,-53;;;;;;;;;;;;;
55.710773;13.210897;0;point11;55.71091;13.2112;0;;1000.82;24.33827037;03.04.2019 15:24;wifi=70:3a:0e:a7:73:52,,-87;70:3a:0e:9b:42:50,,-86;70:3a:0e:9b:42:51,,-86;70:3a:0e:9b:42:52,,-85;70:3a:0e:a7:73:51,,-85;70:3a:0e:9a:7a:41,,-83;f0:5c:19:b9:d5:61,,-81;f0:5c:19:b9:d5:60,,-79;70:3a:0e:9a:74:21,,-65;70:3a:0e:9a:74:31,,-61;70:3a:0e:9a:74:30,,-61;70:3a:0e:9a:74:32,,-61;70:3a:0e:9a:74:20,,-61;70:3a:0e:9a:74:22,,-61;06:d6:aa:09:e4:e6,,-43;;;;;;;;;;;;;;;;;;;;
55.710802;13.210883;0;point11;55.71115;13.21149;0;;1000.82;54.25159815;03.04.2019 15:25;wifi=70:3a:0e:a7:73:52,,-87;f0:5c:19:b9:d5:61,,-86;70:3a:0e:a7:73:51,,-85;70:3a:0e:a7:70:21,,-84;70:3a:0e:9a:74:31,,-83;70:3a:0e:9a:74:30,,-83;70:3a:0e:9a:74:32,,-83;70:3a:0e:9a:74:21,,-77;70:3a:0e:9a:74:20,,-75;70:3a:0e:9a:74:22,,-74;06:d6:aa:09:e4:e6,,-44;;;;;;;;;;;;;;;;;;;;;;;;
55.71083;13.210869;0;point11;55.71118;13.21152;0;;1000.83;56.37126572;03.04.2019 15:25;wifi=70:3a:0e:9a:74:31,,-88;70:3a:0e:9a:74:32,,-88;70:3a:0e:a7:72:30,,-88;70:3a:0e:a7:72:31,,-87;70:3a:0e:a7:8a:70,,-87;70:3a:0e:a7:8a:72,,-87;70:3a:0e:a7:72:32,,-87;70:3a:0e:9a:74:30,,-86;f0:5c:19:b9:d5:61,,-86;70:3a:0e:a7:8a:71,,-86;70:3a:0e:a7:72:21,,-85;70:3a:0e:a7:70:21,,-84;70:3a:0e:a7:7f:41,,-83;70:3a:0e:a7:8a:61,,-83;70:3a:0e:9a:74:21,,-77;70:3a:0e:9a:74:20,,-75;70:3a:0e:9a:74:22,,-74;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;;;;;;;
55.710856;13.210789;0;point12;55.71114;13.21156;0;;1000.85;57.7059818;03.04.2019 15:25;wifi=f0:5c:19:bd:40:e1,,-87;70:3a:0e:a7:7f:41,,-87;70:3a:0e:9a:74:30,,-86;70:3a:0e:9a:74:32,,-86;70:3a:0e:9a:74:31,,-85;70:3a:0e:a7:8a:61,,-83;70:3a:0e:a7:7f:42,,-83;b4:5d:50:ea:c5:01,,-82;70:3a:0e:a7:8a:62,,-82;70:3a:0e:a7:72:30,,-82;70:3a:0e:a7:72:32,,-82;70:3a:0e:a7:72:31,,-81;b4:5d:50:ea:c5:00,,-81;70:3a:0e:a7:8a:71,,-80;70:3a:0e:a7:8a:70,,-80;70:3a:0e:a7:8a:72,,-80;70:3a:0e:9a:74:21,,-78;70:3a:0e:9a:74:20,,-76;70:3a:0e:a7:70:22,,-75;70:3a:0e:a7:70:21,,-73;70:3a:0e:a7:70:20,,-72;06:d6:aa:09:e4:e6,,-43;;;;;;;;;;;;;
55.71086;13.210703;0;point12;55.71115;13.21161;0;;1000.75;65.33073082;03.04.2019 15:25;wifi=70:3a:0e:9a:74:31,,-87;70:3a:0e:9a:74:30,,-87;70:3a:0e:9a:74:32,,-87;70:3a:0e:a7:7f:41,,-87;70:3a:0e:a7:85:a1,,-84;70:3a:0e:a7:7f:42,,-83;70:3a:0e:a7:70:21,,-82;70:3a:0e:a7:72:30,,-82;70:3a:0e:a7:72:32,,-82;70:3a:0e:a7:85:a0,,-82;70:3a:0e:a7:72:31,,-81;b4:5d:50:ea:c5:00,,-81;70:3a:0e:a7:8a:71,,-79;70:3a:0e:a7:8a:70,,-79;70:3a:0e:a7:8a:72,,-79;70:3a:0e:9a:74:21,,-78;70:3a:0e:a7:70:20,,-78;70:3a:0e:a7:70:22,,-77;70:3a:0e:a7:8a:61,,-76;70:3a:0e:a7:8a:60,,-76;06:d6:aa:09:e4:e6,,-43;;;;;;;;;;;;;;
55.710864;13.210616;0;point12;55.71126;13.21131;0;;1000.74;61.87859126;03.04.2019 15:25;wifi=b4:5d:50:ea:ab:d1,,-88;70:3a:0e:9a:74:31,,-87;70:3a:0e:9a:74:30,,-87;70:3a:0e:9a:74:32,,-87;f0:5c:19:b9:d5:71,,-85;f0:5c:19:b9:d5:70,,-85;70:3a:0e:a7:85:a1,,-84;b4:5d:50:ea:ab:c1,,-83;70:3a:0e:a7:8a:e1,,-83;70:3a:0e:a7:70:21,,-82;70:3a:0e:a7:85:a0,,-82;70:3a:0e:9b:4e:61,,-82;70:3a:0e:9b:4e:60,,-81;70:3a:0e:a7:70:20,,-78;70:3a:0e:a7:70:22,,-77;f0:5c:19:b9:d5:61,,-77;70:3a:0e:a7:8a:60,,-76;f0:5c:19:b9:d5:60,,-76;70:3a:0e:a7:8a:61,,-64;70:3a:0e:a7:8a:70,,-58;70:3a:0e:a7:8a:72,,-58;70:3a:0e:a7:8a:71,,-57;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;;
55.710868;13.21053;0;point12;55.71113;13.21093;0;;1000.75;38.42675499;03.04.2019 15:25;wifi=b4:5d:50:ea:ab:d0,,-87;b4:5d:50:ea:ab:d2,,-87;b4:5d:50:ea:ab:d1,,-86;f0:5c:19:b9:d5:71,,-85;f0:5c:19:b9:d5:70,,-85;b4:5d:50:ea:e2:61,,-85;70:3a:0e:a7:8a:61,,-84;b4:5d:50:ea:ab:c1,,-84;70:3a:0e:9b:58:41,,-84;f0:5c:19:b9:d5:61,,-83;70:3a:0e:9b:4e:61,,-82;70:3a:0e:a7:8a:71,,-81;70:3a:0e:a7:8a:70,,-81;70:3a:0e:a7:8a:72,,-81;70:3a:0e:9b:4e:60,,-81;f0:5c:19:b9:d5:60,,-80;6c:19:8f:f4:48:07,,-80;70:3a:0e:a7:8a:e1,,-71;06:d6:aa:09:e4:e6,,-40;;;;;;;;;;;;;;;;
55.710872;13.210444;0;point12;55.7111;13.21087;0;;1000.76;36.80895054;03.04.2019 15:25;wifi=b4:5d:50:ea:e2:70,,-89;70:3a:0e:a7:87:11,,-89;b4:5d:50:ea:ab:d1,,-88;b4:5d:50:ea:e2:71,,-88;70:3a:0e:a7:87:10,,-88;70:3a:0e:a7:87:12,,-88;70:3a:0e:a7:8a:70,,-87;70:3a:0e:a7:8a:72,,-87;b4:5d:50:ea:ab:d0,,-87;70:3a:0e:9b:58:41,,-87;b4:5d:50:ea:ab:d2,,-87;b4:5d:50:ea:e2:72,,-87;70:3a:0e:a7:8a:71,,-86;b4:5d:50:ea:e2:61,,-85;70:3a:0e:a7:8a:61,,-84;f0:5c:19:b9:d5:61,,-84;70:3a:0e:a7:81:21,,-83;b4:5d:50:ea:ab:c0,,-83;b4:5d:50:ea:ab:c2,,-83;f0:5c:19:b9:d5:60,,-80;b4:5d:50:ea:ab:c1,,-80;6c:19:8f:f4:48:07,,-75;70:3a:0e:a7:8a:e1,,-71;70:3a:0e:9b:4e:60,,-66;70:3a:0e:9b:4e:62,,-65;06:d6:aa:09:e4:e6,,-38;;;;;;;;;
55.710876;13.210358;0;point12;55.71108;13.21052;0;;1000.75;24.85020963;03.04.2019 15:25;wifi=70:3a:0e:a7:8a:71,,-90;70:3a:0e:a7:87:11,,-89;70:3a:0e:a7:87:10,,-88;70:3a:0e:a7:87:12,,-88;70:3a:0e:a7:8a:70,,-87;70:3a:0e:a7:8a:72,,-87;70:3a:0e:9b:58:41,,-87;b4:5d:50:ea:e2:72,,-85;f0:5c:19:b9:d5:61,,-84;b4:5d:50:ea:e2:71,,-84;b4:5d:50:ea:e2:70,,-84;70:3a:0e:a7:81:21,,-83;b4:5d:50:ea:ab:d1,,-79;b4:5d:50:ea:ab:d0,,-79;b4:5d:50:ea:ab:d2,,-79;6c:19:8f:f4:48:07,,-78;a8:bd:27:24:e7:81,,-77;b4:5d:50:ea:ab:c0,,-70;b4:5d:50:ea:ab:c2,,-70;b4:5d:50:ea:ab:c1,,-68;70:3a:0e:9b:4e:60,,-66;70:3a:0e:9b:4e:62,,-65;06:d6:aa:09:e4:e6,,-41;;;;;;;;;;;;
55.710872;13.210306;0;point13;55.71106;13.21061;0;;1000.78;28.27829165;03.04.2019 15:25;wifi=70:3a:0e:a7:8b:31,,-90;b4:5d:50:ea:e2:72,,-88;b4:5d:50:ea:e2:71,,-87;f0:d1:a9:0e:66:16,,-86;70:3a:0e:a7:8b:21,,-85;70:3a:0e:9b:5b:21,,-85;a8:bd:27:24:e8:61,,-84;70:3a:0e:a7:8b:22,,-84;a8:bd:27:24:e7:80,,-82;70:3a:0e:9b:4e:61,,-82;a8:bd:27:24:e7:81,,-81;70:3a:0e:a7:8a:61,,-81;a8:bd:27:24:e7:82,,-81;70:3a:0e:9b:4e:60,,-80;70:3a:0e:a7:8a:e2,,-79;70:3a:0e:9b:4e:62,,-79;b4:5d:50:ea:ab:d1,,-77;b4:5d:50:ea:ab:d0,,-77;b4:5d:50:ea:ab:d2,,-77;6c:19:8f:f4:48:07,,-74;70:3a:0e:a7:8a:e1,,-73;b4:5d:50:ea:ab:c2,,-71;b4:5d:50:ea:ab:c1,,-70;b4:5d:50:ea:ab:c0,,-70;70:3a:0e:a7:8a:e0,,-69;06:d6:aa:09:e4:e6,,-38;;;;;;;;;
55.710836;13.210305;0;point13;55.71108;13.21051;2;;1000.78;30.01727419;03.04.2019 15:26;wifi=70:3a:0e:a7:8a:70,,-88;70:3a:0e:a7:8a:71,,-87;b4:5d:50:ea:e2:71,,-86;b4:5d:50:ea:e2:72,,-86;b4:5d:50:ea:e2:70,,-86;70:3a:0e:9b:5b:21,,-85;70:3a:0e:a7:8b:30,,-85;b4:5d:50:0b:90:21,,-85;70:3a:0e:a7:8b:31,,-84;70:3a:0e:a7:8b:32,,-84;a8:bd:27:24:e8:61,,-83;f0:d1:a9:0e:66:17,,-83;a8:bd:27:24:e7:80,,-82;70:3a:0e:a7:8b:22,,-82;a8:bd:27:24:e7:81,,-81;f0:d1:a9:0e:66:16,,-81;70:3a:0e:a7:8a:61,,-81;a8:bd:27:24:e7:82,,-81;70:3a:0e:a7:8b:20,,-81;70:3a:0e:a7:8b:21,,-80;70:3a:0e:9b:4e:62,,-79;70:3a:0e:9b:4e:61,,-78;70:3a:0e:9b:4e:60,,-77;70:3a:0e:a7:8a:e1,,-73;b4:5d:50:ea:ab:c2,,-71;b4:5d:50:ea:ab:c0,,-70;b4:5d:50:ea:ab:d1,,-69;b4:5d:50:ea:ab:d0,,-69;b4:5d:50:ea:ab:d2,,-69;70:3a:0e:a7:8a:e0,,-69;b4:5d:50:ea:ab:c1,,-67;06:d6:aa:09:e4:e6,,-38;;;
55.710799;13.210304;0;point13;55.71085;13.21028;0;;1000.8;5.86758513;03.04.2019 15:26;wifi=70:3a:0e:a7:8a:70,,-88;70:3a:0e:a7:8a:71,,-87;f0:d1:a9:0e:66:17,,-86;b4:5d:50:0b:90:20,,-85;b4:5d:50:ea:ab:d1,,-83;a8:bd:27:24:e8:61,,-83;70:3a:0e:a7:8b:30,,-83;b4:5d:50:0b:90:21,,-83;70:3a:0e:a7:8b:32,,-83;a8:bd:27:24:e8:62,,-83;70:3a:0e:9b:4e:61,,-82;70:3a:0e:a7:8b:31,,-82;a8:bd:27:24:e7:91,,-82;a8:bd:27:24:e7:90,,-82;a8:bd:27:24:e7:92,,-82;b4:5d:50:ea:ab:d2,,-81;f0:d1:a9:0e:66:16,,-81;70:3a:0e:a7:8b:20,,-81;70:3a:0e:9b:4e:42,,-81;70:3a:0e:9b:4e:62,,-80;a8:bd:27:24:e7:81,,-78;b4:5d:50:ea:ab:c1,,-77;70:3a:0e:9b:4e:60,,-77;b4:5d:50:ea:e2:62,,-76;b4:5d:50:ea:ab:c0,,-70;70:3a:0e:a7:8b:21,,-70;b4:5d:50:ea:ab:d0,,-69;b4:5d:50:ea:e2:71,,-69;b4:5d:50:ea:e2:72,,-69;b4:5d:50:ea:e2:70,,-69;70:3a:0e:a7:8b:22,,-68;06:d6:aa:09:e4:e6,,-39;;;
55.710778;13.21031;0;point14;55.71054;13.20978;2;;1000.79;42.4581603;03.04.2019 15:26;wifi=b4:5d:50:01:cc:01,,-88;70:3a:0e:9b:54:41,,-87;b4:5d:50:ea:ab:c2,,-87;70:3a:0e:a7:8b:31,,-86;f0:d1:a9:0e:66:17,,-86;70:3a:0e:a7:8b:30,,-86;70:3a:0e:a7:8b:32,,-86;70:3a:0e:9b:54:40,,-86;70:3a:0e:9b:54:42,,-86;f0:5c:19:b9:d5:61,,-84;b4:5d:50:ea:ab:c1,,-83;b4:5d:50:ea:a9:41,,-83;a8:bd:27:24:e8:60,,-83;f0:5c:19:b9:d5:60,,-82;a8:bd:27:24:e8:62,,-81;b4:5d:50:ea:ab:d1,,-79;b4:5d:50:ea:ab:d0,,-79;b4:5d:50:ea:ab:d2,,-79;b4:5d:50:ea:a9:40,,-79;b4:5d:50:ea:e2:60,,-74;b4:5d:50:ea:e2:62,,-70;b4:5d:50:ea:e2:70,,-68;b4:5d:50:ea:e2:71,,-67;b4:5d:50:ea:e2:72,,-67;b4:5d:50:ea:e2:61,,-67;6c:19:8f:f4:48:07,,-47;06:d6:aa:09:e4:e6,,-45;;;;;;;;
55.710778;13.210339;0;point14;55.71063;13.20992;1;;1000.75;30.98034213;03.04.2019 15:26;wifi=f0:d1:a9:0e:66:17,,-88;70:3a:0e:9b:54:41,,-87;70:3a:0e:9b:54:40,,-86;70:3a:0e:9b:54:42,,-86;70:3a:0e:a7:8b:31,,-84;70:3a:0e:a7:8b:30,,-84;70:3a:0e:a7:8b:32,,-84;a8:bd:27:24:e8:60,,-83;a8:bd:27:24:e8:61,,-83;f0:5c:19:b9:d5:60,,-82;a8:bd:27:24:e8:62,,-81;b4:5d:50:ea:a9:41,,-81;b4:5d:50:ea:ab:d0,,-77;f0:d1:a9:0e:66:16,,-77;b4:5d:50:ea:ab:d1,,-76;b4:5d:50:ea:ab:d2,,-76;70:3a:0e:a7:8b:20,,-76;70:3a:0e:a7:8b:22,,-76;70:3a:0e:a7:8b:21,,-75;b4:5d:50:ea:e2:62,,-70;b4:5d:50:ea:ab:c2,,-69;b4:5d:50:ea:ab:c1,,-68;b4:5d:50:ea:e2:71,,-66;b4:5d:50:ea:e2:72,,-66;b4:5d:50:ea:e2:70,,-66;b4:5d:50:ea:e2:61,,-66;6c:19:8f:f4:48:07,,-49;06:d6:aa:09:e4:e6,,-38;;;;;;;
55.710778;13.210369;0;point14;55.71062;13.20989;1;;1000.76;34.7714704;03.04.2019 15:26;wifi=70:3a:0e:a7:8b:30,,-88;70:3a:0e:a7:8b:31,,-87;70:3a:0e:a7:8b:32,,-87;70:3a:0e:a7:8a:e1,,-87;f0:d1:a9:0e:66:17,,-86;70:3a:0e:a7:8a:e2,,-86;a8:bd:27:24:e8:61,,-83;b4:5d:50:ea:ad:a1,,-83;b4:5d:50:ea:ad:a0,,-82;b4:5d:50:ea:a9:41,,-81;70:3a:0e:9b:54:40,,-79;f0:d1:a9:0e:66:16,,-79;b4:5d:50:ea:ab:d0,,-77;b4:5d:50:ea:ab:d1,,-76;b4:5d:50:ea:ab:d2,,-76;70:3a:0e:a7:8b:20,,-76;70:3a:0e:a7:8b:22,,-76;70:3a:0e:a7:8b:21,,-75;b4:5d:50:ea:ab:c2,,-69;b4:5d:50:ea:ab:c1,,-68;b4:5d:50:ea:e2:61,,-66;b4:5d:50:ea:e2:70,,-53;b4:5d:50:ea:e2:71,,-52;b4:5d:50:ea:e2:72,,-52;6c:19:8f:f4:48:07,,-49;06:d6:aa:09:e4:e6,,-35;;;;;;;;;
55.710777;13.210386;0;point15;55.71066;13.21003;0;;1000.75;25.81856147;03.04.2019 15:26;wifi=70:3a:0e:a7:8b:31,,-89;70:3a:0e:a7:8b:30,,-89;70:3a:0e:a7:8b:32,,-89;f0:5c:19:b9:d5:70,,-87;b4:5d:50:0b:90:21,,-85;70:3a:0e:9a:74:21,,-85;a8:bd:27:24:e8:61,,-83;f0:d1:a9:0e:66:16,,-82;f0:5c:19:b9:d5:61,,-77;b4:5d:50:ea:a9:40,,-76;b4:5d:50:ea:a9:42,,-76;70:3a:0e:a7:8b:21,,-74;b4:5d:50:ea:a9:41,,-73;70:3a:0e:a7:8b:22,,-73;70:3a:0e:a7:8b:20,,-72;b4:5d:50:ea:e2:61,,-69;b4:5d:50:ea:e2:60,,-66;b4:5d:50:ea:e2:62,,-66;70:3a:0e:9b:4e:61,,-62;70:3a:0e:9b:4e:60,,-62;70:3a:0e:9b:4e:62,,-61;b4:5d:50:ea:e2:72,,-57;b4:5d:50:ea:e2:70,,-57;b4:5d:50:ea:e2:71,,-56;06:d6:aa:09:e4:e6,,-40;;;;;;;;;;
55.710728;13.210384;0;point15;55.71063;13.20993;0;;1000.76;30.45662852;03.04.2019 15:26;wifi=70:3a:0e:a7:8b:31,,-89;70:3a:0e:a7:8b:30,,-89;70:3a:0e:a7:8b:32,,-89;70:3a:0e:9b:55:41,,-87;70:3a:0e:9a:74:21,,-85;b4:5d:50:ea:ad:a1,,-85;f0:d1:a9:0e:66:16,,-83;a8:bd:27:24:e8:61,,-83;70:73:cb:b6:5c:bd,,-81;f0:5c:19:b9:d5:61,,-77;b4:5d:50:ea:a9:40,,-76;b4:5d:50:ea:a9:42,,-76;70:3a:0e:a7:8b:21,,-74;b4:5d:50:ea:a9:41,,-73;70:3a:0e:a7:8b:22,,-73;70:3a:0e:a7:8b:20,,-72;b4:5d:50:ea:e2:61,,-69;b4:5d:50:ea:e2:60,,-66;b4:5d:50:ea:e2:62,,-66;70:3a:0e:9b:4e:61,,-62;70:3a:0e:9b:4e:60,,-62;70:3a:0e:9b:4e:62,,-61;b4:5d:50:ea:e2:71,,-49;b4:5d:50:ea:e2:72,,-49;b4:5d:50:ea:e2:70,,-49;06:d6:aa:09:e4:e6,,-37;;;;;;;;;
55.710679;13.210382;0;point15;55.71062;13.20988;0;;1000.75;32.12434298;03.04.2019 15:26;wifi=70:3a:0e:9b:55:41,,-87;f0:d1:a9:0e:66:16,,-83;70:73:cb:b6:5c:bd,,-81;70:3a:0e:9b:54:41,,-78;b4:5d:50:ea:ad:a1,,-74;6c:19:8f:f4:48:07,,-74;70:3a:0e:9b:5c:41,,-74;b4:5d:50:ea:e2:71,,-54;b4:5d:50:ea:e2:70,,-54;b4:5d:50:ea:a9:40,,-54;b4:5d:50:ea:e2:72,,-53;b4:5d:50:ea:a9:41,,-53;b4:5d:50:ea:a9:42,,-53;06:d6:aa:09:e4:e6,,-44;;;;;;;;;;;;;;;;;;;;;
55.710629;13.210381;0;point15;55.71069;13.21008;0;;1000.75;20.03854546;03.04.2019 15:26;wifi=70:3a:0e:9b:50:a1,,-81;6c:19:8f:f4:48:09,,-79;70:3a:0e:9b:54:41,,-78;b4:5d:50:ea:a9:41,,-74;70:3a:0e:9b:5c:41,,-74;6c:19:8f:f4:48:07,,-73;b4:5d:50:ea:ad:a0,,-59;b4:5d:50:ea:ad:a1,,-58;b4:5d:50:ea:e2:71,,-54;b4:5d:50:ea:e2:70,,-54;b4:5d:50:ea:a9:40,,-54;b4:5d:50:ea:e2:72,,-53;b4:5d:50:ea:a9:42,,-53;06:d6:aa:09:e4:e6,,-38;;;;;;;;;;;;;;;;;;;;;
55.710639;13.210379;0;point16;55.71073;13.21019;0;;1000.7;15.57459786;03.04.2019 15:27;wifi=f0:5c:19:b9:d5:61,,-86;70:3a:0e:9a:7d:81,,-76;b4:5d:50:ea:e2:70,,-67;b4:5d:50:ea:e2:71,,-67;b4:5d:50:ea:e2:72,,-67;b4:5d:50:ea:a9:41,,-66;b4:5d:50:ea:ad:a0,,-65;b4:5d:50:ea:ad:a2,,-65;b4:5d:50:ea:ad:a1,,-61;06:d6:aa:09:e4:e6,,-45;;;;;;;;;;;;;;;;;;;;;;;;;
55.710688;13.210378;0;point16;55.71056;13.20973;0;;1000.77;43.01637673;03.04.2019 15:27;wifi=f0:5c:19:b9:d5:61,,-86;70:3a:0e:9b:4e:61,,-83;70:3a:0e:9a:7d:81,,-82;70:73:cb:b6:5c:bd,,-81;70:3a:0e:9b:54:41,,-77;b4:5d:50:ea:ad:a0,,-65;b4:5d:50:ea:ad:a2,,-65;b4:5d:50:ea:a9:42,,-64;b4:5d:50:ea:a9:40,,-63;b4:5d:50:ea:a9:41,,-62;b4:5d:50:ea:ad:a1,,-61;b4:5d:50:ea:e2:60,,-57;b4:5d:50:ea:e2:62,,-57;b4:5d:50:ea:e2:61,,-56;b4:5d:50:ea:e2:70,,-46;b4:5d:50:ea:e2:71,,-46;b4:5d:50:ea:e2:72,,-46;06:d6:aa:09:e4:e6,,-43;;;;;;;;;;;;;;;;;
55.710736;13.210377;0;point16;55.71053;13.20978;1;;1000.76;43.85599771;03.04.2019 15:27;wifi=70:3a:0e:a7:8b:32,,-90;70:3a:0e:a7:8b:31,,-89;b4:5d:50:ea:ab:d1,,-86;b4:5d:50:ea:ab:d0,,-86;b4:5d:50:ea:ab:d2,,-86;b4:5d:50:ea:ad:a1,,-85;70:3a:0e:9a:7d:81,,-82;70:73:cb:b6:5c:bd,,-81;70:3a:0e:9b:54:41,,-74;70:3a:0e:9b:4e:61,,-72;b4:5d:50:ea:a9:41,,-70;b4:5d:50:ea:a9:42,,-64;b4:5d:50:ea:a9:40,,-63;b4:5d:50:ea:e2:70,,-62;b4:5d:50:ea:e2:71,,-62;b4:5d:50:ea:e2:72,,-62;b4:5d:50:ea:e2:60,,-57;b4:5d:50:ea:e2:62,,-57;b4:5d:50:ea:e2:61,,-56;6c:19:8f:f4:48:07,,-44;06:d6:aa:09:e4:e6,,-39;;;;;;;;;;;;;;
55.710785;13.210376;0;point16;55.71078;13.21027;0;;1000.78;6.663078373;03.04.2019 15:27;wifi=70:3a:0e:a7:8b:32,,-90;70:3a:0e:a7:8b:31,,-89;b4:5d:50:ea:ab:d1,,-86;b4:5d:50:ea:ab:d0,,-86;b4:5d:50:ea:ab:d2,,-86;70:3a:0e:a7:8a:70,,-86;b4:5d:50:ea:ad:a1,,-85;70:3a:0e:9b:54:41,,-85;70:3a:0e:a7:8a:71,,-85;70:3a:0e:a7:8a:72,,-85;70:3a:0e:a7:89:01,,-81;b4:5d:50:ea:ab:c1,,-80;f0:d1:a9:0e:66:16,,-80;b4:5d:50:ea:a9:41,,-70;6c:19:8f:f4:48:07,,-65;b4:5d:50:ea:e2:70,,-62;b4:5d:50:ea:e2:71,,-62;b4:5d:50:ea:e2:72,,-62;70:3a:0e:9b:4e:61,,-56;70:3a:0e:9b:4e:60,,-55;70:3a:0e:9b:4e:62,,-55;06:d6:aa:09:e4:e6,,-37;;;;;;;;;;;;;
