reflat;reflon;refFloor;refRoom;cpslat;cpslon;cpsFloor;cpsRoom;pressure;error;scantime;wifis...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55.711557;13.210657;0;point6;55.7117;13.21069;0;;1000.82;16.03479385;03.04.2019 15:20;wifi=b4:5d:50:ea:7f:d0,,-87;b4:5d:50:ea:7f:d1,,-87;b4:5d:50:ea:7f:d2,,-86;70:3a:0e:9a:71:30,,-86;b4:5d:50:ea:b2:d1,,-86;70:3a:0e:9a:75:32,,-86;70:3a:0e:9a:71:31,,-85;70:3a:0e:9a:71:32,,-85;b4:5d:50:ea:b2:d2,,-85;b4:5d:50:05:28:11,,-85;70:3a:0e:9a:75:31,,-85;b4:5d:50:05:28:10,,-84;b4:5d:50:ea:b2:c0,,-81;b4:5d:50:ea:7f:c1,,-80;b4:5d:50:ea:7c:81,,-80;b4:5d:50:ea:7c:80,,-80;b4:5d:50:ea:7c:82,,-80;70:3a:0e:9a:71:21,,-79;b4:5d:50:ea:7f:c0,,-78;70:3a:0e:9a:71:20,,-77;70:3a:0e:9a:71:22,,-76;7c:d1:c3:cb:3e:fa,,-76;7c:d1:c3:cb:3e:fb,,-73;b4:5d:50:ea:ae:c0,,-72;b4:5d:50:ea:ae:c2,,-71;b4:5d:50:ea:ca:81,,-70;b4:5d:50:ea:ca:80,,-70;b4:5d:50:ea:ca:82,,-70;b4:5d:50:ea:ae:c1,,-70;b4:5d:50:ea:7f:c2,,-70;b4:5d:50:ea:c1:71,,-67;b4:5d:50:ea:c1:70,,-67;b4:5d:50:ea:c1:72,,-67;b4:5d:50:ea:c1:61,,-65;06:d6:aa:09:e4:e6,,-41
55.711557;13.210742;0;point6;55.71167;13.21085;0;;1000.79;14.27064165;03.04.2019 15:20;wifi=70:3a:0e:9a:71:30,,-88;70:3a:0e:9a:71:32,,-88;b4:5d:50:ea:7f:d0,,-87;b4:5d:50:ea:7f:d1,,-87;70:3a:0e:9a:71:31,,-87;70:3a:0e:9a:71:21,,-87;b4:5d:50:ea:7f:d2,,-86;b4:5d:50:05:28:10,,-86;b4:5d:50:ea:7c:81,,-86;70:3a:0e:9a:75:32,,-86;b4:5d:50:ea:c1:70,,-85;b4:5d:50:05:28:11,,-85;70:3a:0e:9a:75:31,,-85;b4:5d:50:ea:c1:71,,-84;b4:5d:50:ea:c1:72,,-84;b4:5d:50:ea:b2:c0,,-81;b4:5d:50:ea:7f:c1,,-80;b4:5d:50:ea:b2:d1,,-80;b4:5d:50:ea:b2:d2,,-80;b4:5d:50:ea:7c:80,,-80;b4:5d:50:ea:7c:82,,-80;b4:5d:50:ea:b2:d0,,-80;b4:5d:50:05:28:00,,-79;b4:5d:50:ea:b2:c1,,-78;b4:5d:50:05:28:01,,-77;b4:5d:50:ea:ca:80,,-76;b4:5d:50:ea:ca:82,,-76;7c:d1:c3:cb:3e:fa,,-76;b4:5d:50:ea:ca:81,,-75;b4:5d:50:ea:7f:c2,,-70;b4:5d:50:ea:c1:61,,-65;b4:5d:50:ea:ae:c1,,-64;06:d6:aa:09:e4:e6,,-39;;
55.711557;13.210828;0;point6;55.71161;13.21116;0;;1000.79;21.61608148;03.04.2019 15:20;wifi=70:3a:0e:9a:71:30,,-88;70:3a:0e:9a:71:32,,-88;70:3a:0e:9a:71:31,,-87;70:3a:0e:9a:71:21,,-87;b4:5d:50:05:28:10,,-86;b4:5d:50:ea:7c:81,,-86;b4:5d:50:ea:c1:70,,-85;b4:5d:50:05:28:11,,-85;b4:5d:50:ea:c1:71,,-84;b4:5d:50:ea:c1:72,,-84;70:3a:0e:9a:75:21,,-81;b4:5d:50:ea:b2:d2,,-80;b4:5d:50:ea:b2:d0,,-80;b4:5d:50:05:28:00,,-79;70:3a:0e:9a:6c:a0,,-78;b4:5d:50:05:28:01,,-77;70:3a:0e:9a:6c:a2,,-77;b4:5d:50:ea:ca:80,,-76;b4:5d:50:ea:ca:82,,-76;b4:5d:50:ea:b2:d1,,-76;70:3a:0e:9a:6c:a1,,-76;b4:5d:50:ea:ca:81,,-75;b4:5d:50:ea:b2:c0,,-68;b4:5d:50:ea:b2:c1,,-67;b4:5d:50:ea:ae:c1,,-64;06:d6:aa:09:e4:e6,,-36;;;;;;;;;
55.711522;13.210847;0;point7;55.71144;13.21171;0;;1000.81;54.82429207;03.04.2019 15:20;wifi=b4:5d:50:ea:7f:d1,,-90;70:3a:0e:9a:71:31,,-88;b4:5d:50:05:28:01,,-86;b4:5d:50:ea:c1:61,,-85;dc:9f:db:96:19:0d,,-84;b4:5d:50:ea:ca:82,,-81;70:3a:0e:9b:4d:e1,,-80;70:3a:0e:9a:75:30,,-78;70:3a:0e:9a:75:31,,-78;70:3a:0e:9a:75:32,,-78;70:3a:0e:9b:4d:e0,,-77;70:3a:0e:9b:4d:e2,,-77;b4:5d:50:ea:b2:d1,,-74;b4:5d:50:ea:b2:d0,,-74;b4:5d:50:ea:b2:d2,,-74;b4:5d:50:ea:b2:c0,,-67;b4:5d:50:ea:b2:c1,,-67;b4:5d:50:ea:b2:c2,,-66;06:d6:aa:09:e4:e6,,-19;;;;;;;;;;;;;;;;
55.711464;13.210851;0;point7;55.71147;13.21142;0;;1000.79;35.64994251;03.04.2019 15:21;wifi=b4:5d:50:ea:7f:d1,,-90;70:3a:0e:a7:7e:b1,,-88;70:3a:0e:9b:4d:e1,,-87;b4:5d:50:ea:c1:61,,-85;dc:9f:db:96:19:0d,,-84;b4:5d:50:ea:ca:82,,-81;b4:5d:50:ea:b2:d1,,-79;b4:5d:50:ea:b2:d0,,-79;b4:5d:50:ea:b2:d2,,-79;70:3a:0e:a7:6f:c1,,-79;70:3a:0e:a7:6f:c0,,-78;b4:5d:50:ea:b2:c0,,-77;70:3a:0e:9b:4d:e0,,-77;70:3a:0e:9b:4d:e2,,-77;70:3a:0e:a7:6f:c2,,-77;b4:5d:50:ea:b2:c1,,-76;b4:5d:50:ea:b2:c2,,-75;06:d6:aa:09:e4:e6,,-37;;;;;;;;;;;;;;;;;
55.711406;13.210854;0;point7;55.71138;13.21139;0;;1000.8;33.70082735;03.04.2019 15:21;wifi=70:3a:0e:a7:7e:b1,,-88;70:3a:0e:9b:4d:e1,,-87;70:3a:0e:9a:7b:70,,-85;70:3a:0e:9a:7b:72,,-85;70:3a:0e:9a:7b:71,,-84;b4:5d:50:ea:7f:e1,,-84;b4:5d:50:ea:b2:d1,,-79;b4:5d:50:ea:b2:d0,,-79;b4:5d:50:ea:b2:d2,,-79;70:3a:0e:a7:6f:c1,,-79;70:3a:0e:a7:6f:c0,,-78;b4:5d:50:ea:b2:c0,,-77;70:3a:0e:a7:6f:c2,,-77;b4:5d:50:ea:b2:c1,,-76;b4:5d:50:ea:b2:c2,,-75;06:d6:aa:09:e4:e6,,-49;;;;;;;;;;;;;;;;;;;
55.711348;13.210858;0;point7;55.71136;13.21156;0;;1000.8;43.99552048;03.04.2019 15:21;wifi=b4:5d:50:ea:7f:f1,,-89;b4:5d:50:ea:7f:f2,,-88;b4:5d:50:ea:b2:c1,,-86;b4:5d:50:ea:7f:e1,,-83;70:3a:0e:9a:76:a1,,-83;0c:80:63:e7:4b:68,,-81;70:3a:0e:9a:7c:a2,,-78;70:3a:0e:9a:7b:70,,-64;70:3a:0e:9a:7b:72,,-64;70:3a:0e:9a:7b:71,,-62;06:d6:aa:09:e4:e6,,-43;;;;;;;;;;;;;;;;;;;;;;;;
55.71129;13.210861;0;point7;55.71131;13.21117;0;;1000.79;19.48395215;03.04.2019 15:21;wifi=b4:5d:50:ea:7f:f1,,-89;b4:5d:50:ea:7f:f2,,-88;b4:5d:50:ea:b2:c1,,-86;70:3a:0e:a7:7e:b2,,-86;70:3a:0e:a7:7e:b0,,-85;70:3a:0e:a7:7e:b1,,-85;54:e4:3a:ec:ca:24,,-85;b4:5d:50:ea:7f:e1,,-83;70:3a:0e:9a:76:a1,,-83;70:3a:0e:9a:7b:71,,-82;70:3a:0e:9a:7b:70,,-82;70:3a:0e:9a:7b:72,,-82;0c:80:63:e7:4b:68,,-82;70:3a:0e:9a:7c:a2,,-78;70:3a:0e:9a:7b:61,,-78;70:3a:0e:9a:7b:62,,-76;70:3a:0e:9a:7b:60,,-75;06:d6:aa:09:e4:e6,,-51;;;;;;;;;;;;;;;;;
55.711232;13.210865;0;point7;55.7113;13.21119;0;;1000.79;21.71757771;03.04.2019 15:21;wifi=54:e4:3a:ec:ca:24,,-85;70:3a:0e:a7:70:81,,-84;70:3a:0e:a7:70:80,,-84;b4:5d:50:ea:7f:e1,,-83;70:3a:0e:9a:7b:71,,-82;70:3a:0e:9a:7b:70,,-82;70:3a:0e:9a:7b:72,,-82;0c:80:63:e7:4b:68,,-82;70:3a:0e:9a:7b:60,,-80;70:3a:0e:9a:7b:62,,-80;70:3a:0e:a7:7e:b0,,-79;70:3a:0e:a7:7e:b1,,-79;70:3a:0e:a7:7e:b2,,-79;70:3a:0e:9a:7b:61,,-78;06:d6:aa:09:e4:e6,,-47;;;;;;;;;;;;;;;;;;;;
55.711173;13.210868;0;point7;55.7112;13.21116;0;;1000.8;18.5367095;03.04.2019 15:21;wifi=70:3a:0e:a7:70:81,,-84;70:3a:0e:a7:70:80,,-84;70:3a:0e:a7:73:a1,,-84;70:3a:0e:9a:7b:60,,-80;70:3a:0e:9a:7b:62,,-80;70:3a:0e:a7:7e:b0,,-69;70:3a:0e:a7:7e:b2,,-69;70:3a:0e:a7:7e:b1,,-68;70:3a:0e:a7:7e:a1,,-68;06:d6:aa:09:e4:e6,,-41;;;;;;;;;;;;;;;;;;;;;;;;;
55.711115;13.210872;0;point7;55.7112;13.21128;0;;1000.82;27.25006891;03.04.2019 15:21;wifi=70:3a:0e:a7:72:31,,-89;70:3a:0e:a7:73:a1,,-84;70:3a:0e:a7:7e:b0,,-82;70:3a:0e:a7:7e:b2,,-82;70:3a:0e:a7:70:82,,-82;70:3a:0e:a7:7e:b1,,-81;70:3a:0e:9a:76:a2,,-81;70:3a:0e:a7:7e:a1,,-79;70:3a:0e:a7:72:20,,-79;70:3a:0e:a7:72:22,,-79;70:3a:0e:a7:7e:a0,,-78;70:3a:0e:a7:7e:a2,,-78;06:d6:aa:09:e4:e6,,-46;;;;;;;;;;;;;;;;;;;;;;
55.711057;13.210875;0;point7;55.71116;13.21119;0;;1000.82;22.81569965;03.04.2019 15:21;wifi=70:3a:0e:a7:7e:b1,,-88;70:3a:0e:a7:7e:b0,,-87;70:3a:0e:a7:7e:b2,,-87;70:3a:0e:9a:73:e1,,-83;70:3a:0e:a7:70:82,,-82;70:3a:0e:9a:76:a2,,-81;70:3a:0e:a7:51:80,,-81;70:3a:0e:a7:7e:a1,,-79;70:3a:0e:a7:7e:a2,,-78;70:3a:0e:a7:7e:a0,,-77;70:3a:0e:a7:72:31,,-76;70:3a:0e:a7:72:30,,-76;70:3a:0e:a7:72:32,,-76;70:3a:0e:a7:72:20,,-64;70:3a:0e:a7:72:22,,-64;70:3a:0e:a7:72:21,,-64;06:d6:aa:09:e4:e6,,-49;;;;;;;;;;;;;;;;;;
55.710999;13.210879;0;point7;55.71122;13.21134;0;;1000.78;37.91925442;03.04.2019 15:21;wifi=70:3a:0e:a7:7e:b1,,-88;70:3a:0e:a7:7e:b0,,-87;70:3a:0e:a7:7e:b2,,-87;70:3a:0e:a7:51:81,,-85;70:3a:0e:9a:73:e1,,-83;70:3a:0e:a7:51:80,,-81;70:3a:0e:a7:7e:a1,,-79;70:3a:0e:a7:7e:a2,,-78;70:3a:0e:a7:7e:a0,,-77;70:3a:0e:a7:72:31,,-74;70:3a:0e:a7:72:30,,-74;70:3a:0e:a7:72:32,,-74;70:3a:0e:a7:72:21,,-69;70:3a:0e:a7:72:20,,-67;70:3a:0e:a7:72:22,,-67;06:d6:aa:09:e4:e6,,-45;;;;;;;;;;;;;;;;;;;
55.710941;13.210882;0;point7;55.71107;13.21138;0;;1000.82;34.33614313;03.04.2019 15:21;wifi=70:3a:0e:9a:74:31,,-89;70:3a:0e:a7:73:42,,-86;70:3a:0e:a7:72:30,,-85;70:3a:0e:a7:51:81,,-85;70:3a:0e:a7:72:31,,-84;70:3a:0e:a7:72:32,,-84;70:3a:0e:a7:70:21,,-82;70:3a:0e:a7:72:21,,-69;70:3a:0e:a7:72:20,,-67;70:3a:0e:a7:72:22,,-67;06:d6:aa:09:e4:e6,,-52;;;;;;;;;;;;;;;;;;;;;;;;
55.710883;13.210886;0;point7;55.71112;13.21152;0;;1000.79;47.66394903;03.04.2019 15:21;wifi=70:3a:0e:a7:8a:72,,-88;70:3a:0e:a7:8a:70,,-87;70:3a:0e:a7:8a:71,,-87;b4:5d:50:ea:c5:01,,-86;70:3a:0e:9a:74:30,,-86;70:3a:0e:9a:74:32,,-86;70:3a:0e:a7:72:21,,-85;70:3a:0e:a7:72:30,,-85;70:3a:0e:9a:74:31,,-85;70:3a:0e:a7:72:31,,-84;70:3a:0e:a7:72:22,,-84;70:3a:0e:a7:72:32,,-84;70:3a:0e:9a:74:21,,-84;70:3a:0e:a7:73:41,,-84;70:3a:0e:a7:72:20,,-83;70:3a:0e:a7:70:21,,-82;70:3a:0e:a7:73:42,,-81;70:3a:0e:a7:73:40,,-81;06:d6:aa:09:e4:e6,,-44;;;;;;;;;;;;;;;;
55.710825;13.210889;0;point7;55.71097;13.21127;0;;1000.79;28.80281243;03.04.2019 15:21;wifi=70:3a:0e:a7:8a:72,,-88;70:3a:0e:a7:8a:70,,-87;70:3a:0e:a7:8a:71,,-87;b4:5d:50:ea:c5:01,,-86;70:3a:0e:a7:72:21,,-85;70:3a:0e:9a:7a:41,,-85;70:3a:0e:a7:72:22,,-84;70:3a:0e:a7:73:41,,-84;70:3a:0e:a7:72:20,,-83;70:3a:0e:a7:70:21,,-82;70:3a:0e:a7:73:42,,-81;70:3a:0e:a7:73:40,,-81;70:3a:0e:9a:74:30,,-64;70:3a:0e:9a:74:21,,-64;70:3a:0e:9a:74:32,,-64;70:3a:0e:9a:74:31,,-63;70:3a:0e:9a:74:20,,-63;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;;;;;;;
55.710767;13.210893;0;point7;55.71088;13.21132;0;;1000.81;29.55310056;03.04.2019 15:22;wifi=70:3a:0e:a7:73:41,,-86;70:3a:0e:9a:7a:41,,-85;70:3a:0e:9b:50:a0,,-83;70:3a:0e:9b:50:a1,,-83;70:3a:0e:9b:50:a2,,-82;70:3a:0e:a7:7f:e0,,-81;70:3a:0e:9a:74:31,,-72;70:3a:0e:9a:74:30,,-72;70:3a:0e:9a:74:32,,-72;70:3a:0e:9a:74:21,,-69;70:3a:0e:9a:74:22,,-69;70:3a:0e:9a:74:20,,-68;06:d6:aa:09:e4:e6,,-47;;;;;;;;;;;;;;;;;;;;;;
55.710709;13.210896;0;point7;55.71082;13.21144;0;;1000.78;36.24465065;03.04.2019 15:22;wifi=70:3a:0e:9b:42:51,,-89;70:3a:0e:9b:42:50,,-89;70:3a:0e:9b:42:52,,-89;70:3a:0e:a7:73:41,,-86;b4:5d:50:ea:9c:81,,-85;70:3a:0e:9a:74:21,,-83;70:3a:0e:9a:74:20,,-83;70:3a:0e:9a:7a:41,,-82;70:3a:0e:9a:74:32,,-81;70:3a:0e:a7:7f:e0,,-81;70:3a:0e:9a:74:22,,-81;70:3a:0e:9a:74:31,,-80;70:3a:0e:9a:74:30,,-80;70:3a:0e:9a:7a:40,,-80;b4:5d:50:ea:b0:00,,-80;b4:5d:50:ea:b0:02,,-80;70:3a:0e:9a:7a:42,,-80;b4:5d:50:ea:b0:01,,-79;70:3a:0e:9b:50:a0,,-78;70:3a:0e:9b:50:a1,,-78;70:3a:0e:9b:50:a2,,-77;06:d6:aa:09:e4:e6,,-47;;;;;;;;;;;;;
55.71065;13.2109;0;point7;55.71081;13.21148;0;;1000.79;40.45558311;03.04.2019 15:22;wifi=b4:5d:50:ea:9c:90,,-87;b4:5d:50:ea:9c:91,,-87;b4:5d:50:ea:9c:92,,-87;f0:5c:19:b9:d5:61,,-86;70:3a:0e:9a:74:21,,-83;70:3a:0e:9a:74:20,,-83;70:3a:0e:9a:7a:41,,-82;70:3a:0e:9b:42:51,,-82;70:3a:0e:9b:42:50,,-82;70:3a:0e:9b:42:52,,-82;70:3a:0e:9a:74:32,,-81;70:3a:0e:9a:74:22,,-81;70:3a:0e:9a:74:31,,-80;70:3a:0e:9a:74:30,,-80;70:3a:0e:9a:7a:40,,-80;b4:5d:50:ea:b0:00,,-80;b4:5d:50:ea:b0:02,,-80;70:3a:0e:9a:7a:42,,-80;b4:5d:50:ea:b0:01,,-79;70:3a:0e:9b:50:a0,,-78;70:3a:0e:9b:50:a2,,-77;b4:5d:50:ea:9c:81,,-77;70:3a:0e:9b:50:a1,,-75;06:d6:aa:09:e4:e6,,-46;;;;;;;;;;;
55.710592;13.210903;0;point7;55.71088;13.21152;0;;1000.81;50.19429503;03.04.2019 15:22;wifi=70:3a:0e:9a:74:31,,-89;b4:5d:50:ea:9c:90,,-86;f0:5c:19:b9:d5:61,,-86;b4:5d:50:ea:9c:91,,-85;b4:5d:50:ea:9c:92,,-85;70:3a:0e:9b:42:50,,-77;b4:5d:50:ea:9c:81,,-77;70:3a:0e:9b:42:51,,-76;70:3a:0e:9b:42:52,,-76;70:3a:0e:9b:50:a1,,-75;06:d6:aa:09:e4:e6,,-41;;;;;;;;;;;;;;;;;;;;;;;;
55.710586;13.210906;0;point8;55.71105;13.21144;0;;1000.82;61.48993767;03.04.2019 15:22;wifi=70:3a:0e:9b:42:52,,-88;b4:5d:50:ea:9c:91,,-88;70:3a:0e:9b:42:51,,-87;70:3a:0e:9b:42:50,,-87;b4:5d:50:ea:9c:90,,-87;b4:5d:50:ea:9c:92,,-87;70:3a:0e:9a:74:30,,-87;70:3a:0e:9a:74:31,,-86;70:3a:0e:9a:74:32,,-86;70:3a:0e:9b:4d:82,,-86;b4:5d:50:ea:ad:a1,,-85;70:3a:0e:9b:4d:81,,-85;70:3a:0e:9b:42:41,,-85;b4:5d:50:ea:ad:a0,,-84;b4:5d:50:ea:ad:a2,,-84;70:3a:0e:9b:42:40,,-84;f0:5c:19:b9:d5:61,,-83;70:3a:0e:9b:42:42,,-83;06:d6:aa:09:e4:e6,,-40;;;;;;;;;;;;;;;;
55.710635;13.210905;0;point8;55.71094;13.21148;0;;1000.8;49.47377056;03.04.2019 15:22;wifi=b4:5d:50:ea:9c:91,,-89;70:3a:0e:9b:42:52,,-88;70:3a:0e:9b:42:51,,-87;70:3a:0e:9b:42:50,,-87;b4:5d:50:ea:9c:90,,-87;b4:5d:50:ea:9c:92,,-87;f0:5c:19:b9:d5:61,,-87;70:3a:0e:9b:4d:82,,-86;b4:5d:50:ea:ad:a1,,-85;70:3a:0e:9b:42:41,,-85;70:3a:0e:9b:44:61,,-85;70:3a:0e:9a:7a:41,,-85;b4:5d:50:ea:ad:a0,,-84;b4:5d:50:ea:ad:a2,,-84;70:3a:0e:9b:42:40,,-84;70:3a:0e:9b:42:42,,-83;70:3a:0e:9a:7a:40,,-81;70:3a:0e:9a:7a:42,,-81;70:3a:0e:9a:74:32,,-80;70:3a:0e:9a:74:31,,-79;70:3a:0e:9a:74:30,,-79;00:1e:c0:3b:41:1b,,-79;b4:5d:50:ea:9c:81,,-79;b4:5d:50:ea:9c:80,,-79;b4:5d:50:ea:9c:82,,-79;70:3a:0e:9a:74:21,,-77;70:3a:0e:9a:74:20,,-77;70:3a:0e:9a:74:22,,-77;70:3a:0e:9b:50:a1,,-71;06:d6:aa:09:e4:e6,,-37;;;;;
55.710684;13.210904;0;point8;55.71095;13.21148;0;;1000.8;46.65642522;03.04.2019 15:22;wifi=b4:5d:50:ea:9c:91,,-89;f0:5c:19:b9:d5:61,,-87;70:3a:0e:9b:44:61,,-85;70:3a:0e:9b:50:a2,,-85;70:3a:0e:9b:50:a1,,-84;f0:5c:19:b9:d5:60,,-84;70:3a:0e:9a:7a:41,,-81;b4:5d:50:ea:b0:01,,-81;b4:5d:50:ea:b0:00,,-81;70:3a:0e:9a:7a:42,,-80;00:1e:c0:3b:41:1b,,-79;b4:5d:50:ea:9c:81,,-79;b4:5d:50:ea:9c:80,,-79;70:3a:0e:9a:7a:40,,-79;b4:5d:50:ea:9c:82,,-79;70:3a:0e:9a:74:31,,-75;70:3a:0e:9a:74:30,,-75;70:3a:0e:9a:74:32,,-75;70:3a:0e:9a:74:21,,-74;70:3a:0e:9a:74:20,,-73;70:3a:0e:9a:74:22,,-73;06:d6:aa:09:e4:e6,,-42;;;;;;;;;;;;;
55.710732;13.210904;0;point8;55.71101;13.21143;0;;1000.78;45.18062493;03.04.2019 15:22;wifi=70:3a:0e:9b:42:50,,-89;70:3a:0e:9b:42:51,,-89;70:3a:0e:9b:42:52,,-89;70:3a:0e:9b:50:a2,,-85;70:3a:0e:9b:50:a1,,-84;f0:5c:19:b9:d5:60,,-84;70:3a:0e:a7:73:52,,-84;70:3a:0e:a7:73:50,,-83;70:3a:0e:a7:73:51,,-83;70:3a:0e:9a:7a:41,,-81;b4:5d:50:ea:b0:01,,-81;b4:5d:50:ea:b0:00,,-81;70:3a:0e:9a:7a:42,,-80;70:3a:0e:9a:7a:40,,-79;70:3a:0e:9a:74:20,,-73;70:3a:0e:9a:74:22,,-73;70:3a:0e:9a:74:21,,-71;70:3a:0e:9a:74:31,,-62;70:3a:0e:9a:74:30,,-62;70:3a:0e:9a:74:32,,-62;06:d6:aa:09:e4:e6,,-40;;;;;;;;;;;;;;
55.710761;13.210903;0;point9;55.71105;13.21138;0;;1000.77;43.88126779;03.04.2019 15:22;wifi=70:3a:0e:a7:73:50,,-89;70:3a:0e:a7:73:52,,-89;70:3a:0e:a7:7f:f0,,-89;70:3a:0e:a7:7f:f1,,-89;70:3a:0e:a7:7f:f2,,-89;70:3a:0e:a7:73:51,,-88;70:3a:0e:9b:42:50,,-87;70:3a:0e:9b:42:51,,-87;70:3a:0e:9b:42:52,,-87;70:3a:0e:9b:50:a0,,-85;b4:5d:50:ea:b0:01,,-85;70:3a:0e:9b:50:a1,,-82;70:3a:0e:9b:50:a2,,-82;70:3a:0e:9a:74:21,,-67;70:3a:0e:9a:74:31,,-65;70:3a:0e:9a:74:30,,-65;70:3a:0e:9a:74:32,,-65;70:3a:0e:9a:74:20,,-63;70:3a:0e:9a:74:22,,-62;06:d6:aa:09:e4:e6,,-36;;;;;;;;;;;;;;;
55.71076;13.21096;0;point9;55.71085;13.21117;0;;1000.78;16.52937772;03.04.2019 15:22;wifi=70:3a:0e:a7:7f:f1,,-91;70:3a:0e:a7:7f:f0,,-89;70:3a:0e:a7:7f:f2,,-89;70:3a:0e:9b:42:50,,-87;70:3a:0e:9b:42:51,,-87;70:3a:0e:9b:42:52,,-87;70:3a:0e:9b:50:a0,,-85;70:3a:0e:a7:73:52,,-84;b4:5d:50:ea:b0:01,,-84;70:3a:0e:a7:73:50,,-83;70:3a:0e:a7:73:51,,-83;70:3a:0e:9b:50:a1,,-82;70:3a:0e:9b:50:a2,,-82;70:3a:0e:a7:73:41,,-81;70:3a:0e:a7:73:40,,-80;70:3a:0e:a7:73:42,,-79;70:3a:0e:9a:74:21,,-67;70:3a:0e:9a:74:30,,-66;70:3a:0e:9a:74:32,,-66;70:3a:0e:9a:74:31,,-65;70:3a:0e:9a:74:20,,-65;70:3a:0e:9a:74:22,,-65;06:d6:aa:09:e4:e6,,-48;;;;;;;;;;;;
55.710758;13.211018;0;point9;55.71099;13.2114;0;;1000.76;35.18707375;03.04.2019 15:23;wifi=70:3a:0e:a7:7f:f0,,-89;70:3a:0e:a7:7f:f1,,-89;70:3a:0e:a7:7f:f2,,-88;70:3a:0e:9a:74:32,,-87;70:3a:0e:9a:74:31,,-85;70:3a:0e:9a:74:30,,-85;b4:5d:50:ea:b0:01,,-84;70:3a:0e:9a:72:82,,-84;70:3a:0e:9a:72:81,,-83;70:3a:0e:9a:72:80,,-82;70:3a:0e:9a:74:20,,-81;70:3a:0e:9a:74:22,,-81;70:3a:0e:a7:73:41,,-81;70:3a:0e:a7:7f:e2,,-81;70:3a:0e:9a:74:21,,-80;70:3a:0e:a7:73:40,,-80;70:3a:0e:a7:7f:e0,,-80;70:3a:0e:a7:73:42,,-79;70:3a:0e:a7:7f:e1,,-79;70:3a:0e:a7:73:50,,-77;70:3a:0e:a7:73:51,,-76;70:3a:0e:a7:73:52,,-76;06:d6:aa:09:e4:e6,,-45;;;;;;;;;;;;
55.710757;13.211075;0;point9;55.7109;13.21128;0;;1000.8;20.43910886;03.04.2019 15:23;wifi=70:3a:0e:a7:7f:f0,,-89;70:3a:0e:a7:7f:f1,,-89;70:3a:0e:9a:74:30,,-88;70:3a:0e:9a:74:32,,-88;70:3a:0e:a7:7f:f2,,-88;70:3a:0e:9a:74:31,,-87;70:3a:0e:9b:4d:81,,-86;70:3a:0e:9a:74:21,,-85;70:3a:0e:9a:74:22,,-85;70:3a:0e:a7:7f:e0,,-85;70:3a:0e:9a:72:81,,-85;70:3a:0e:9a:72:82,,-84;70:3a:0e:9a:72:80,,-82;70:3a:0e:9a:74:20,,-81;70:3a:0e:a7:7f:e2,,-81;70:3a:0e:a7:7f:e1,,-79;70:3a:0e:a7:73:50,,-66;70:3a:0e:a7:73:51,,-66;70:3a:0e:a7:73:52,,-66;70:3a:0e:a7:73:41,,-56;06:d6:aa:09:e4:e6,,-38;;;;;;;;;;;;;;
55.710756;13.211133;0;point9;55.71081;13.21131;0;;1000.78;12.60925181;03.04.2019 15:23;wifi=70:3a:0e:9a:74:31,,-89;70:3a:0e:9a:74:30,,-88;70:3a:0e:9a:74:32,,-88;70:3a:0e:a7:73:50,,-87;70:3a:0e:a7:73:51,,-87;70:3a:0e:a7:73:52,,-87;70:3a:0e:9b:4d:81,,-86;70:3a:0e:9a:74:21,,-85;70:3a:0e:9a:74:22,,-85;70:3a:0e:a7:7f:e0,,-85;70:3a:0e:9a:72:81,,-85;70:3a:0e:9a:7c:60,,-81;70:3a:0e:9a:7c:62,,-81;70:3a:0e:9a:73:a1,,-78;70:3a:0e:9a:73:a2,,-76;70:3a:0e:9a:73:a0,,-75;00:1e:c0:3b:41:1b,,-71;70:3a:0e:9a:76:01,,-64;70:3a:0e:9a:76:02,,-60;70:3a:0e:a7:73:41,,-56;06:d6:aa:09:e4:e6,,-38;;;;;;;;;;;;;;
55.710755;13.21119;0;point9;55.7108;13.21157;0;;1000.82;24.32475029;03.04.2019 15:23;wifi=70:3a:0e:9a:74:30,,-89;70:3a:0e:9a:74:31,,-88;70:3a:0e:9a:74:32,,-88;70:3a:0e:a7:73:50,,-87;70:3a:0e:a7:73:51,,-87;70:3a:0e:a7:73:52,,-87;70:3a:0e:9a:7a:e1,,-80;70:3a:0e:9a:73:a1,,-78;70:3a:0e:9a:7c:60,,-76;70:3a:0e:9a:73:a2,,-76;70:3a:0e:9a:73:a0,,-75;70:3a:0e:9a:7c:62,,-74;70:3a:0e:9a:7c:61,,-74;00:1e:c0:3b:41:1b,,-71;70:3a:0e:9a:76:01,,-64;70:3a:0e:9a:76:02,,-60;06:d6:aa:09:e4:e6,,-39;;;;;;;;;;;;;;;;;;
